,datetime,tempmin,temp,tempmax
0,2023-02-27,-2.8,-1.6,-0.6
1,2023-02-28,-1.2,1.1,2.2
2,2023-03-01,0.5,2.7,5.7
3,2023-03-02,2.9,4.6,6.2
4,2023-03-03,1.1,3.4,6.2
5,2023-03-04,-0.6,1.3,2.2
6,2023-03-05,-0.7,2.7,5.7
7,2023-03-06,2.8,5.1,8.8
