,datetime,tempmin,temp,tempmax
0,2023-07-17,14.3,18.1,25.8
1,2023-07-18,14.5,15.7,17.6
2,2023-07-19,14.0,14.9,16.9
3,2023-07-20,14.0,16.5,21.0
4,2023-07-21,14.4,17.5,23.5
5,2023-07-22,14.0,16.8,22.0
6,2023-07-23,12.8,18.6,25.1
7,2023-07-24,13.7,19.5,25.1
