,datetime,tempmin,temp,tempmax
0,2023-07-03,12.0,14.5,17.6
1,2023-07-04,10.0,14.5,20.9
2,2023-07-05,10.8,15.8,23.0
3,2023-07-06,10.2,17.0,23.1
4,2023-07-07,10.7,17.4,23.5
5,2023-07-08,11.3,19.3,26.0
6,2023-07-09,16.0,17.3,19.0
7,2023-07-10,15.9,18.6,23.0
