,datetime,tempmin,temp,tempmax
0,2023-08-07,14.9,22.6,29.6
1,2023-08-08,16.0,16.8,18.0
2,2023-08-09,16.0,18.0,23.0
3,2023-08-10,15.5,19.9,25.4
4,2023-08-11,16.3,21.0,30.0
5,2023-08-12,14.3,18.5,25.4
6,2023-08-13,13.0,15.5,17.0
7,2023-08-14,13.0,15.2,16.6
