,datetime,tempmin,temp,tempmax
0,2023-06-19,12.0,14.6,19.2
1,2023-06-20,13.0,16.3,22.0
2,2023-06-21,11.8,17.0,23.1
3,2023-06-22,11.7,18.0,24.1
4,2023-06-23,12.8,18.5,24.0
5,2023-06-24,12.7,18.8,25.1
6,2023-06-25,12.7,19.3,26.0
7,2023-06-26,12.7,19.2,26.1
