,datetime,tempmin,temp,tempmax
0,2023-05-15,9.8,16.0,22.0
1,2023-05-16,9.7,16.0,22.4
2,2023-05-17,12.1,15.8,19.6
3,2023-05-18,11.8,15.3,20.5
4,2023-05-19,12.0,15.9,22.4
5,2023-05-20,12.0,16.3,23.0
6,2023-05-21,11.3,17.2,23.1
7,2023-05-22,12.7,18.2,23.6
