,name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
0,"São Paulo, SP, Brasil",2023-05-15,22.0,9.8,16.0,22.0,9.8,16.0,9.7,71.7,0,0,0,,0,0,16.9,12.1,184.7,1022.2,35.4,9.6,106.2,9.2,4,10,2023-05-15T06:33:23,2023-05-15T17:32:27,0.86,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"SBMT,83779099999,83781099999,SBSP,F7461,SBGR,83780099999"
1,"São Paulo, SP, Brasil",2023-05-16,22.4,9.7,16.0,22.4,9.7,16.0,9.5,69.1,0,0,0,,0,0,24.5,19.0,176.0,1021.5,18.7,10.7,154.8,13.2,8,10,2023-05-16T06:33:52,2023-05-16T17:32:01,0.89,Clear,Clear conditions throughout the day.,clear-day,"SBMT,83779099999,83781099999,SBSP,F7461,SBGR,83780099999"
2,"São Paulo, SP, Brasil",2023-05-17,19.6,12.1,15.8,19.6,12.1,15.8,11.7,78.1,0,0,0,,0,0,25.6,20.7,141.7,1022.2,57.5,10.5,85.8,7.3,4,10,2023-05-17T06:34:20,2023-05-17T17:31:36,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83781099999,SBSP,F7461,SBGR,83780099999"
3,"São Paulo, SP, Brasil",2023-05-18,20.5,11.8,15.3,20.5,11.8,15.3,11.7,81.2,0,0,0,,0,0,24.5,15.4,129.2,1023.2,36.6,10.5,116.8,9.9,4,10,2023-05-18T06:34:48,2023-05-18T17:31:12,0.96,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SBMT,83779099999,83781099999,SBSP,F7461,SBGR,83780099999"
4,"São Paulo, SP, Brasil",2023-05-19,22.4,12.0,15.9,22.4,12.0,15.9,12.0,79.2,0,0,0,,0,0,19.1,15.4,113.0,1022.3,45.2,10.6,109.5,9.5,4,10,2023-05-19T06:35:17,2023-05-19T17:30:49,0.0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SBMT,83779099999,SBSP,F7461,SBGR,83780099999"
5,"São Paulo, SP, Brasil",2023-05-20,23.0,12.0,16.3,23.0,12.0,16.3,11.7,77.0,0,0,0,,0,0,17.3,18.5,83.2,1020.8,50.0,10.3,106.0,9.2,4,10,2023-05-20T06:35:45,2023-05-20T17:30:28,0.03,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SBMT,83779099999,SBSP,F7461,SBGR,83780099999"
6,"São Paulo, SP, Brasil",2023-05-21,23.1,11.3,17.2,23.1,11.3,17.2,11.8,74.4,0,0,0,,0,0,23.8,8.5,64.7,1019.6,45.9,10.0,118.4,10.2,4,10,2023-05-21T06:36:13,2023-05-21T17:30:07,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,F7461,SBGR,83780099999"
7,"São Paulo, SP, Brasil",2023-05-22,23.6,12.7,18.2,23.6,12.7,18.2,12.1,70.7,0,0,0,,0,0,18.0,13.5,58.5,1021.0,65.6,9.9,129.0,11.1,6,10,2023-05-22T06:36:41,2023-05-22T17:29:48,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83781099999,SBSP,F7461,SBGR,83780099999"
