,datetime,tempmin,temp,tempmax
0,2023-06-12,15.9,19.2,26.0
1,2023-06-13,15.6,16.4,17.5
2,2023-06-14,14.0,15.5,16.6
3,2023-06-15,15.9,16.5,18.0
4,2023-06-16,12.0,14.4,16.4
5,2023-06-17,8.4,13.0,17.9
6,2023-06-18,10.9,14.0,18.9
7,2023-06-19,12.0,14.6,19.2
