,datetime,tempmin,temp,tempmax
0,2023-07-31,14.9,17.8,25.0
1,2023-08-01,14.1,18.0,24.4
2,2023-08-02,14.3,19.7,28.4
3,2023-08-03,12.8,20.0,28.3
4,2023-08-04,11.8,17.3,24.3
5,2023-08-05,11.7,19.0,27.2
6,2023-08-06,13.2,20.3,29.1
7,2023-08-07,14.9,22.6,29.6
