,datetime,tempmin,temp,tempmax
0,2023-03-06,2.8,5.1,8.8
1,2023-03-07,-1.1,1.5,3.8
2,2023-03-08,-1.1,3.4,8.4
3,2023-03-09,1.2,4.3,8.4
4,2023-03-10,-0.2,4.1,10.0
5,2023-03-11,1.7,2.9,4.4
6,2023-03-12,0.0,2.7,5.1
7,2023-03-13,2.1,4.1,5.7
