,name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
0,"São Paulo, SP, Brasil",2023-03-27,23.6,19.0,20.5,23.6,19.0,20.5,18.7,89.7,6.8,100,8.33,rain,0,0,25.9,20.7,147.1,1019.3,88.2,9.5,90.0,7.9,5,10,2023-03-27T06:12:52,2023-03-27T18:10:52,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"SBMT,83779099999,83781099999,SBSP,F7461,SBGR,83780099999"
1,"São Paulo, SP, Brasil",2023-03-28,24.9,18.1,20.8,24.9,18.1,20.8,18.1,85.0,0.0,0,0.0,rain,0,0,23.4,19.9,118.9,1019.4,86.3,9.6,95.6,8.1,6,10,2023-03-28T06:13:14,2023-03-28T18:09:53,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,F7461,SBGR,83780099999"
2,"São Paulo, SP, Brasil",2023-03-29,29.4,19.9,22.5,30.5,19.9,22.6,18.4,79.3,0.0,0,0.0,rain,0,0,46.4,16.6,60.2,1018.3,62.3,9.9,143.5,12.4,5,30,2023-03-29T06:13:37,2023-03-29T18:08:54,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83781099999,SBSP,F7461,SBGR,83780099999"
3,"São Paulo, SP, Brasil",2023-03-30,29.4,19.9,24.5,29.9,19.9,24.7,18.1,69.5,0.0,0,0.0,rain,0,0,33.1,21.5,301.2,1018.4,53.6,10.8,154.5,13.5,6,30,2023-03-30T06:14:00,2023-03-30T18:07:55,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83781099999,SBSP,F7461,SBGR,83780099999"
4,"São Paulo, SP, Brasil",2023-03-31,28.5,19.8,22.4,29.8,19.8,22.5,18.9,81.9,10.0,100,4.17,rain,0,0,46.4,19.4,73.6,1017.4,49.8,10.4,97.9,8.6,5,30,2023-03-31T06:14:23,2023-03-31T18:06:57,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"SBMT,83779099999,83781099999,SBSP,F7461,SBGR,83780099999"
5,"São Paulo, SP, Brasil",2023-04-01,29.0,17.3,22.4,28.3,17.3,22.4,17.9,79.4,0.0,0,0.0,rain,0,0,25.2,21.4,180.7,1016.4,44.1,8.6,158.1,13.7,5,60,2023-04-01T06:14:46,2023-04-01T18:05:58,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,F7461,SBGR,83780099999"
6,"São Paulo, SP, Brasil",2023-04-02,22.0,16.6,18.5,22.0,16.6,18.5,15.3,82.0,0.0,0,0.0,rain,0,0,31.7,23.8,144.0,1019.4,78.5,10.4,87.9,7.6,4,10,2023-04-02T06:15:08,2023-04-02T18:05:00,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,F7461,SBGR,83780099999"
7,"São Paulo, SP, Brasil",2023-04-03,25.6,15.4,19.8,25.6,15.4,19.8,15.8,78.9,0.0,0,0.0,rain,0,0,23.4,19.9,128.2,1018.6,46.2,10.3,156.9,13.5,5,10,2023-04-03T06:15:31,2023-04-03T18:04:02,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83781099999,SBSP,F7461,SBGR,83780099999"
