,datetime,tempmin,temp,tempmax
0,2023-03-27,19.0,20.5,23.6
1,2023-03-28,18.1,20.8,24.9
2,2023-03-29,19.9,22.5,29.4
3,2023-03-30,19.9,24.5,29.4
4,2023-03-31,19.8,22.4,28.5
5,2023-04-01,17.3,22.4,29.0
6,2023-04-02,16.6,18.5,22.0
7,2023-04-03,15.4,19.8,25.6
