,name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
0,"São Paulo, SP, Brasil",2023-03-13,26.6,19.9,21.5,26.6,19.9,21.5,19.7,89.9,43,100,12.5,rain,0,0,15.8,14.0,89.5,1018.6,83.6,9.7,98.4,8.4,5,30,2023-03-13T06:07:19,2023-03-13T18:24:36,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,83781099999,SBSP,F7461,SBGR,83780099999"
1,"São Paulo, SP, Brasil",2023-03-14,26.4,20.0,22.1,26.4,20.0,22.1,19.8,87.9,3,100,4.17,rain,0,0,19.8,17.3,103.4,1019.2,83.4,9.2,111.0,9.7,6,30,2023-03-14T06:07:44,2023-03-14T18:23:38,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,83781099999,SBSP,F7461,SBGR,83780099999"
2,"São Paulo, SP, Brasil",2023-03-15,26.2,19.2,22.1,26.2,19.2,22.1,18.9,82.7,0,0,0.0,rain,0,0,25.2,20.5,123.1,1018.9,53.5,10.1,147.5,12.7,5,10,2023-03-15T06:08:08,2023-03-15T18:22:40,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83781099999,SBSP,F7461,SBGR,83780099999"
3,"São Paulo, SP, Brasil",2023-03-16,27.6,19.0,22.3,28.3,19.0,22.4,18.2,78.8,0,0,0.0,,0,0,28.1,22.3,116.7,1018.4,65.4,10.9,176.1,15.2,6,10,2023-03-16T06:08:33,2023-03-16T18:21:41,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83781099999,SBSP,F7461,SBGR,83780099999"
4,"São Paulo, SP, Brasil",2023-03-17,27.0,17.9,21.6,27.3,17.9,21.6,17.0,76.5,0,0,0.0,,0,0,29.5,22.7,131.6,1018.8,48.0,11.1,178.0,15.6,6,10,2023-03-17T06:08:57,2023-03-17T18:20:43,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83781099999,SBSP,F7461,SBGR,83780099999"
5,"São Paulo, SP, Brasil",2023-03-18,28.1,17.0,21.9,28.5,17.0,22.0,17.6,78.3,0,0,0.0,rain,0,0,19.4,18.9,128.8,1018.9,57.5,10.3,176.9,15.3,6,30,2023-03-18T06:09:21,2023-03-18T18:19:44,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,F7461,SBGR,83780099999"
6,"São Paulo, SP, Brasil",2023-03-19,29.7,20.0,23.2,30.3,20.0,23.4,18.7,77.8,0,0,0.0,rain,0,0,18.7,18.1,105.8,1018.2,57.2,10.2,159.7,13.7,6,30,2023-03-19T06:09:45,2023-03-19T18:18:45,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,F7461,SBGR,83780099999"
7,"São Paulo, SP, Brasil",2023-03-20,30.6,20.3,24.5,30.3,20.3,24.5,18.2,71.0,0,0,0.0,rain,0,0,14.4,23.3,336.2,1017.6,31.4,11.0,160.5,13.8,6,30,2023-03-20T06:10:09,2023-03-20T18:17:46,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83781099999,SBSP,F7461,SBGR,83780099999"
