,datetime,tempmin,temp,tempmax
0,2023-04-10,15.4,19.1,24.6
1,2023-04-11,16.0,20.0,26.5
2,2023-04-12,17.4,21.8,28.0
3,2023-04-13,18.0,23.0,28.2
4,2023-04-14,18.8,21.6,25.0
5,2023-04-15,18.4,19.8,22.0
6,2023-04-16,17.9,21.2,26.7
7,2023-04-17,19.8,22.4,28.0
