,datetime,tempmin,temp,tempmax
0,2023-01-09,-1.7,1.9,5.7
1,2023-01-10,-2.1,2.2,5.0
2,2023-01-11,-5.0,-1.7,1.7
3,2023-01-12,-0.7,2.7,7.9
4,2023-01-13,5.6,11.5,14.4
5,2023-01-14,0.7,1.3,3.9
6,2023-01-15,-1.6,0.5,2.9
7,2023-01-16,-1.1,0.0,0.7
