,datetime,tempmin,temp,tempmax
0,2023-05-29,15.0,16.2,18.4
1,2023-05-30,14.0,16.1,18.6
2,2023-05-31,15.0,15.8,17.0
3,2023-06-01,14.9,16.6,19.1
4,2023-06-02,14.0,16.9,20.4
5,2023-06-03,14.8,17.7,23.5
6,2023-06-04,11.3,17.7,24.4
7,2023-06-05,10.8,16.9,23.7
