,datetime,tempmin,temp,tempmax
0,2023-07-10,15.9,18.6,23.0
1,2023-07-11,16.8,20.2,26.6
2,2023-07-12,17.0,21.9,28.1
3,2023-07-13,18.0,21.4,25.0
4,2023-07-14,10.4,13.4,16.0
5,2023-07-15,9.9,13.6,20.4
6,2023-07-16,8.8,16.0,24.0
7,2023-07-17,14.3,18.1,25.8
