,datetime,tempmin,temp,tempmax
0,2023-05-01,18.4,21.0,26.0
1,2023-05-02,18.0,20.6,25.4
2,2023-05-03,18.0,21.2,27.0
3,2023-05-04,19.0,22.2,27.4
4,2023-05-05,17.0,21.9,27.6
5,2023-05-06,19.0,21.2,25.5
6,2023-05-07,18.0,21.3,27.4
7,2023-05-08,18.4,22.3,27.2
