,datetime,tempmin,temp,tempmax
0,2023-04-24,15.6,18.8,24.6
1,2023-04-25,14.8,19.0,25.6
2,2023-04-26,17.9,19.5,23.8
3,2023-04-27,17.4,20.0,24.0
4,2023-04-28,16.0,17.0,18.0
5,2023-04-29,16.0,18.5,22.6
6,2023-04-30,18.0,20.6,25.4
7,2023-05-01,18.4,21.0,26.0
