,datetime,tempmin,temp,tempmax
0,2023-01-16,-1.1,0.0,0.7
1,2023-01-17,-0.1,4.4,9.4
2,2023-01-18,5.6,7.4,10.0
3,2023-01-19,2.2,3.5,5.6
4,2023-01-20,0.0,1.2,3.3
5,2023-01-21,-1.6,-0.7,0.7
6,2023-01-22,-1.6,0.1,2.8
7,2023-01-23,0.0,1.3,2.2
