,datetime,tempmin,temp,tempmax
0,2023-07-24,13.7,19.5,25.1
1,2023-07-25,13.2,19.4,25.4
2,2023-07-26,13.7,20.3,26.7
3,2023-07-27,14.7,19.2,25.6
4,2023-07-28,16.9,20.0,26.0
5,2023-07-29,12.9,14.6,17.0
6,2023-07-30,12.0,15.2,19.0
7,2023-07-31,14.9,17.8,25.0
