,datetime,tempmin,temp,tempmax
0,2023-05-22,12.7,18.2,23.6
1,2023-05-23,13.6,18.8,24.0
2,2023-05-24,13.9,18.5,24.0
3,2023-05-25,16.0,19.5,24.9
4,2023-05-26,15.4,20.7,26.4
5,2023-05-27,16.3,20.5,26.0
6,2023-05-28,16.0,18.5,22.0
7,2023-05-29,15.0,16.2,18.4
