,datetime,tempmin,temp,tempmax
0,2023-04-03,15.4,19.8,25.6
1,2023-04-04,18.4,21.8,28.8
2,2023-04-05,17.0,20.7,26.2
3,2023-04-06,18.0,20.7,24.4
4,2023-04-07,18.0,19.7,22.0
5,2023-04-08,18.6,19.7,21.4
6,2023-04-09,17.9,19.2,21.6
7,2023-04-10,15.4,19.1,24.6
