,datetime,tempmin,temp,tempmax
0,2023-06-05,10.8,16.9,23.7
1,2023-06-06,11.4,16.2,22.0
2,2023-06-07,11.8,16.6,23.4
3,2023-06-08,12.2,17.6,23.1
4,2023-06-09,12.5,18.8,25.0
5,2023-06-10,12.1,19.1,25.1
6,2023-06-11,13.1,20.3,27.0
7,2023-06-12,15.9,19.2,26.0
