,datetime,tempmin,temp,tempmax
0,2023-08-14,13.0,15.2,16.6
1,2023-08-15,16.0,18.6,24.0
2,2023-08-16,17.1,21.6,26.6
3,2023-08-17,18.9,23.7,29.4
4,2023-08-18,19.0,24.8,30.9
5,2023-08-19,21.1,23.5,27.0
6,2023-08-20,16.4,19.6,23.2
7,2023-08-21,16.3,20.9,25.4
